country,country_clean,title,views_total,views_median,title_clean,lat,long,city/mountain/poi,extract
Kenya,Kenya,Out_of_Africa_(film),1493609,1022.3196441,Out of Africa ,0.52,35.27,Eldoret,"Out of Africa is a 1985 American epic romantic drama film directed and produced by Sydney Pollack, and starring Robert Redford and Meryl Streep. The film is based loosely on the autobiographical book Out..."
Kenya,Kenya,The_Ghost_and_the_Darkness,1272573,871.0287474,The Ghost and the Darkness,-0.102,34.762,Kisumu,The Ghost and the Darkness is a 1996 American historical adventure film  directed by Stephen Hopkins and starring Val Kilmer and Michael Douglas. The screenplay was written by William Goldman. The story...
Kenya,Kenya,The_Constant_Gardener_(film),1228802,841.0691307,The Constant Gardener ,-1.033,37.069,Thika,The Constant Gardener is a 2005 political thriller film directed by Fernando Meirelles. The screenplay by Jeffrey Caine is based on the novel of the same name (2001) by John le Carré. The story follows...
Kenya,Kenya,Company_(film),801924,548.8870637,Company ,-3.218,40.117,Malindi,"Company is a 2002 Indian Hindi-language gangster film directed by Ram Gopal Varma and written by Jaideep Sahni. The film stars Mohanlal, Ajay Devgn, debutant Vivek Oberoi, Manisha Koirala, and Antara Mali..."
Kenya,Kenya,Vishwatma,675062,462.0547570,Vishwatma,1.016,40.117,Kitale,"Vishwatma is a 1992 Indian action thriller film directed by Rajiv Rai and starring Naseeruddin Shah, Sunny Deol, Chunky Pandey, Sonam and Jyotsna Singh in the lead roles and Divya Bharti in her Hindi film..."
Kenya,Kenya,Submergence,555085,379.9349760,Submergence,-0.453,39.646,Garissa,"Submergence is a 2017 romantic thriller film directed by Wim Wenders, based on the novel of same name by J. M. Ledgard. The film stars Alicia Vikander and James McAvoy. The film premiered at the 2017 Toronto..."
Kenya,Kenya,Born_Free,480390,328.8090349,Born Free,0.284,34.752,Kakamega,"Born Free is a 1966 British drama film starring Virginia McKenna and Bill Travers as Joy and George Adamson, a real-life couple who raised Elsa the Lioness, an orphaned lion cub, to adulthood, and released..."
Kiribati,Kiribati,Sands_of_Iwo_Jima,277461,189.9117043,Sands of Iwo Jima,1.328,172.977,Tarawa,"Sands of Iwo Jima is a 1949 war film starring John Wayne that follows a group of United States Marines from training to the Battle of Iwo Jima during World War II. The film also features John Agar, Adele..."
Kiribati,Kiribati,Up_Periscope,93028,63.6741958,Up Periscope,1.358,172.921,Betio Village,"Up Periscope is a 1959 World War II submarine film drama directed by Gordon Douglas and starring James Garner, Edmond O'Brien, Andra Martin and Alan Hale, Jr. The film was made in WarnerScope and Technicolor..."
Kiribati,Kiribati,Pacific_Destiny,20582,14.0876112,Pacific Destiny,1.367,173.124,Bikenibeu Village,"Pacific Destiny is a 1956 British drama film directed by Wolf Rilla and starring Denholm Elliott, Susan Stephen and Michael Hordern. The screenplay concerns a young British couple who win the respect of..."
Kiribati,Kiribati,Tarawa_Beachhead,16267,11.1341547,Tarawa Beachhead,1.333,173.012,Teaoraereke Village,Tarawa Beachhead is a 1958 film directed by Paul Wendkos. It stars Columbia Pictures contract star Kerwin Mathews in his first leading role and the husband and wife team of Ray Danton and Julie Adams....
Kiribati,Kiribati,Anote's_Ark,1103,0.7549624,Anote's Ark,1.329,172.975,Bairiki Village,"Anote's Ark is a Canadian documentary film, directed by Matthieu Rytz and released in 2018. Profiling the impact of climate change on the island nation of Kiribati, which will be one of the first nations..."
Kiribati,Kiribati,Gung_Ho!,1024,0.7008898,Gung Ho!,1.362,173.081,Eita Village,Gung Ho! (full title: Gung Ho!: The Story of Carlson's Makin Island Raiders) is a 1943 American war film directed by Ray Enright and starring Randolph Scott. The story is based on the real-life World War...
Kosovo,Kosovo,The_Balkan_Line,48075,32.9055441,The Balkan Line,42.673,21.167,Pristina,"The Balkan Line (Russian: Балканский рубеж, Balkanskiy rubezh; Serbian: Балканска међа / Balkanska međa) is a 2019 Russian-Serbian action film directed by Andrey Volgin, dedicated to the secret operation..."
Kosovo,Kosovo,Battle_of_Kosovo_(film),36404,24.9171800,Battle of Kosovo ,42.214,20.74,Prizren,Battle of Kosovo (Serbo-Croatian: Бој на Косову/Boj na Kosovu) is a 1989 Yugoslav historical drama/war film filmed in Serbia. The film was based on the drama written by poet Ljubomir Simović. It depicts...
Kosovo,Kosovo,The_Hornet,8171,5.5927447,The Hornet,42.883,20.867,Mitrovica,"The Hornet is a 1998 Serbian drama film directed by Gorčin Stojanovic. Cast: Sergej Trifunović - Miljaim, Mirjana Joković - Adrijana, Dragan Jovanović - Inspektor Boban Djordjevic ,Branimir Popović..."""
Kosovo,Kosovo,A_Film_with_No_Name,5642,3.8617385,A Film with No Name,42.38,20.431,Gjakovë,A Film with No Name (Serbian: Za Sada Bez Dobrog Naslova) is a 1988 Yugoslav drama film directed by Srđan Karanović. It won Golden Tulip Award at the International Istanbul Film Festival in 1989.
Kuwait,Kuwait,Zero_Dark_Thirty,4505961,3084.1622177,Zero Dark Thirty,29.077,48.084,Al Ahmadi,Zero Dark Thirty is a 2012 American thriller film directed by Kathryn Bigelow and written by Mark Boal. The film dramatizes the nearly decade-long international manhunt for al Qaeda leader Osama bin Laden...
Kuwait,Kuwait,Jarhead_(film),1556279,1065.2149213,Jarhead ,29.333,48.029,Ḩawallī,"Jarhead is a 2005 American biographical war drama film based on U.S. Marine Anthony Swofford's 2003 memoir of the same name, directed by Sam Mendes, starring Jake Gyllenhaal as Swofford with Jamie Foxx..."
Kuwait,Kuwait,Three_Kings_(1999_film),1135774,777.3949350,Three Kings (1999 film),29.257,48.057,Şabāḩ as Sālim,"Three Kings is a 1999 American war film written and directed by David O. Russell from a story by John Ridley. It stars George Clooney, Mark Wahlberg, Ice Cube, and Spike Jonze as four American soldiers..."
Kuwait,Kuwait,Best_Defense,143823,98.4414784,Best Defense,29.277,47.959,Al Farwānīyah,Best Defense is a 1984 American comedy film starring Dudley Moore and Eddie Murphy. The original music score was composed by Patrick Williams. It was released by Paramount Pictures. Plot: The movie...
Kuwait,Kuwait,Live_from_Baghdad_(film),121320,83.0390144,Live from Baghdad ,29.082,48.13,Al Faḩāḩīl,Live from Baghdad is a television movie produced in 2002 by HBO. It was directed by Mick Jackson and co-written by Robert Wiener based on Wiener's book of the same title. The movie was released during...
Kuwait,Kuwait,Uncle_Sam_(film),83269,56.9945243,Uncle Sam ,29.37,47.978,Kuwait City,"Uncle Sam is a 1996 American horror comedy film directed by William Lustig, written by Larry Cohen, and starring Isaac Hayes.Plot: In Kuwait, a military unit uncovers an American helicopter that..."
Kuwait,Kuwait,Fires_of_Kuwait,29464,20.1670089,Fires of Kuwait,29.146,48.095,Ar Riqqah,Fires of Kuwait is a 1992 American documentary film on the Kuwaiti oil fires directed by David Douglas. It was nominated for an Academy Award for Best Documentary Feature.. The film was the winner of the...
Kuwait,Kuwait,The_Heroes_of_Desert_Storm,25847,17.6913073,The Heroes of Desert Storm,29.096,48.133,Al Manqaf,The Heroes of Desert Storm is a 1991 film that told the story of the Persian Gulf War's Operation Desert Shield and Operation Desert Storm from the point of view of several participants. Plot: On...
Kuwait,Kuwait,Second_Blood,13487,9.2313484,Second Blood,29.337,47.658,Al Jahra,"Second Blood is a 2016 Kuwaiti action film, directed by Fawzi Al-Khatib, and written by Shehab Al-Fadhli and Fayez Hussein Ali. The film stars bodybuilding champion Abdulhadi Al-Khayat, Ranaa Ghandour..."
Kuwait,Kuwait,The_Dupes,10335,7.0739220,The Dupes,29.174,48.121,Al Finţās,"The Dupes (Arabic: المخدوعون‎; Al-makhdu'un) is a 1973 Syrian drama film directed by Tewfik Saleh and starring Mohamed Kheir-Halouani, Abderrahman Alrahy, Bassan Lotfi, Saleh Kholoki and Thanaa Debsi...."
Kyrgyzstan,Kyrgyzstan,G.I._Joe:_The_Rise_of_Cobra,2211684,1513.8151951,G.I. Joe: The Rise of Cobra,42.87,74.59,Bishkek,"G.I. Joe: The Rise of Cobra is a 2009 American military science fiction action film based on the toy franchise created by Hasbro, with particular inspiration from the comic book series and toy line G.I..."
Kyrgyzstan,Kyrgyzstan,Pure_Coolness,13733,9.3997262,Pure Coolness,40.528,72.799,Osh,"Pure Coolness (Kyrgyz: Boz Salkyn) is a 2007 film by Kyrgyz director Ernest Abdyjaparov. Plot: The film is about the traditional custom of Ala Kachuu – bride stealing"". The film addresses the question..."""
Kyrgyzstan,Kyrgyzstan,Beshkempir,8489,5.8104038,Beshkempir,40.933,73,Jalal-Abad,"Beshkempir (released as  Beshkempir the Adopted Son in Anglophone countries, Le fils adoptif : Beshkempir in Francophone countries) is a 1998 Kyrgyz language film. Shot and produced in Kyrgyzstan, it is..."
Kyrgyzstan,Kyrgyzstan,Where_the_Sky_Meets_the_Land,5724,3.9178645,Where the Sky Meets the Land,42.491,78.394,Karakol,"Where the Sky Meets the Land (German: Wo der Himmel die Erde berührt) is a 2000 documentary film written and produced by Frank Müller.  The film features Kyrgyzstan, the home of poet Tschingis Aitmatov..."
Laos,Laos,Air_America_(film),467343,319.8788501,Air America ,17.967,102.6,Vientiane,"Air America is a 1990 American action comedy film directed by Roger Spottiswoode, starring Mel Gibson and Robert Downey Jr. as Air America pilots flying missions in Laos during the Vietnam War. When the..."
Laos,Laos,The_Rocket_(2013_film),57699,39.4928131,The Rocket (2013 film),15.12,105.799,Pakse,"The Rocket is a 2013 Australian drama film written and directed by Kim Mordaunt. It is set entirely in Northern Laos, and spoken in the Lao language. As an Australian production, it was the country’s entry..."
Laos,Laos,River_(2015_Canadian_film),14387,9.8473648,River (2015 Canadian film),17.41,104.831,Thakhek,River is a Canadian thriller film directed by Jamie M. Dagg. It premiered in the Discovery section of the 2015 Toronto International Film Festival. Sutherland garnered a Canadian Screen Award nomination...
Laos,Laos,Love_Is_Forever_(1982_film),9261,6.3388090,Love Is Forever (1982 film),16.57,104.762,Savannakhet,"Love Is Forever (also known as Comeback) is a 1982 adventure drama film based on the experiences of Australian journalist John Everingham in Laos and Thailand. It was written, directed and co-produced..."
Laos,Laos,The_Pottery_Maker,3601,2.4647502,The Pottery Maker,19.886,102.135,Luang Prabang,"The Pottery Maker, a Robert J. Flaherty film, follows the life of a potter and his everyday trials. The film asks the question, what wouldn't a man do to survive?"" Origins: After the release of his..."""
Latvia,Latvia,Billion_Dollar_Brain,171940,117.6865161,Billion Dollar Brain,56.946,24.106,Riga,Billion Dollar Brain is a 1967 British Technicolor espionage film directed by Ken Russell and based on the novel of the same name by Len Deighton. The film features Michael Caine as secret agent Harry...
Latvia,Latvia,Coup_de_Grâce_(1976_film),25532,17.4757016,Coup de Grâce (1976 film),55.883,26.533,Daugavpils,"Coup de Grâce (German: Der Fangschuß, French: Le Coup de grâce) is a 1976 West German film directed by Volker Schlöndorff. Adapted from the novel Coup de Grâce by the French author Marguerite Yourcenar..."""
Latvia,Latvia,The_Priest_(film),23885,16.3483915,The Priest ,56.527,21.024,Liepāja,"The Priest (Russian: Поп, romanized: Pop) is a 2009 Russian drama film directed by Vladimir Khotinenko. Plot: The film begins in June 1941 in the backwater village of Tikhoe in Latvia. Priest Alexander..."
Latvia,Latvia,The_Chronicles_of_Melanie,16412,11.2334018,The Chronicles of Melanie,56.65,23.713,Jelgava,"The Chronicles of Melanie (Latvian: Melānijas hronika) is a 2016 Latvian biographical drama film directed by Viestur Kairish, starring Sabine Timoteo. The film is based on the real life of Melānija Vanaga..."
Latvia,Latvia,Defenders_of_Riga,12867,8.8069815,Defenders of Riga,56.968,23.77,Jūrmala,"Defenders of Riga (Latvian: Rīgas sargi) is a 2007 Latvian feature film directed by Aigars Grauba starring Elita Kļaviņa, Jānis Reinis, and Artūrs Skrastiņš. The film depicts the Latvian defense of Riga..."
Latvia,Latvia,"I_Remember_Everything,_Richard",8165,5.5886379,"I Remember Everything, Richard",57.39,21.573,Ventspils,"I Remember Everything, Richard (Latvian: Es visu atceros, Ričard) is a 1966 film produced during Soviet period at the Riga Film Studio. Another name for the film is Rock and Splinters (Latvian: Akmens..."
Latvia,Latvia,Men_Without_a_Fatherland,5191,3.5530459,Men Without a Fatherland,56.51,27.34,Rēzekne,"Men Without a Fatherland (German: Menschen ohne Vaterland) is a 1937 German drama film directed by Herbert Maisch and starring Willy Fritsch, Maria von Tasnady and Willy Birgel.The film's sets were designed..."
Latvia,Latvia,Four_White_Shirts,2099,1.4366872,Four White Shirts,56.499,25.857,Jēkabpils,Four White Shirts (Latvian: Četri balti krekli) or Breathe Depply (Elpojiet dziļi) is a 1967 film directed by Rolands Kalniņš. The film was prevented from being screened by Soviet censors for 20 years...
Lebanon,Lebanon,Munich_(film),2514494,1721.0773443,Munich ,33.893,35.502,Beirut,"Munich is a 2005 historical drama film produced and directed by Steven Spielberg and written by Tony Kushner and Eric Roth. It is based on the book Vengeance, an account of Operation Wrath of God, the..."
Lebanon,Lebanon,The_Man_with_the_Golden_Gun_(film),1405575,962.0636550,The Man with the Golden Gun ,34.434,35.844,Tripoli,"The Man with the Golden Gun is a 1974 British spy film, the ninth in the James Bond series produced by Eon Productions, and the second to star Roger Moore as the fictional  MI6 agent James Bond. A loose..."
Lebanon,Lebanon,Syriana,1384268,947.4798084,Syriana,33.558,35.371,Sidon,"Syriana is a 2005 American geopolitical thriller film written and directed by Stephen Gaghan, and executive produced by George Clooney, who also stars in the film with an ensemble cast. Gaghan's screenplay..."
Lebanon,Lebanon,Brüno,1226455,839.4626968,Brüno,33.273,35.194,Tyre,"Brüno is a 2009 British-American mockumentary comedy film directed by Larry Charles and starring Sacha Baron Cohen, who produced, co-wrote, and played the gay Austrian fashion journalist Brüno. It is the..."
Lebanon,Lebanon,Incendies,1187445,812.7618070,Incendies,33.379,35.484,Nabatîyé et Tahta,"Incendies (French: [ɛ̃.sɑ̃.di], Fires"") is a 2010 Canadian war film written and directed by Denis Villeneuve. Adapted from Wajdi Mouawad's play of the same name, Incendies stars Lubna Azabal, Mélissa..."""
Lebanon,Lebanon,Spy_Game,944315,646.3483915,Spy Game,33.407,35.482,Habboûch,Spy Game is a 2001 American spy film directed by Tony Scott and starring Robert Redford and Brad Pitt. The film grossed $62 million in the United States and $143 million worldwide and received mostly positive...
Lebanon,Lebanon,Beirut_(film),783976,536.6023272,Beirut ,33.981,35.618,Jounieh,"Beirut, also known as The Negotiator (UK), is a 2018 American espionage thriller film directed by Brad Anderson and written by Tony Gilroy. Set in 1982 during the Lebanese Civil War, the film stars Jon..."
Lebanon,Lebanon,The_Delta_Force,572751,392.0266940,The Delta Force,33.847,35.902,Zahle,The Delta Force is a 1986 American action film starring Chuck Norris and Lee Marvin (in his final film appearance) as leaders of an elite squad of Special Forces troops based on the real life U.S. Army...
Lebanon,Lebanon,Capernaum_(film),529415,362.3648186,Capernaum ,34.006,36.218,Baalbek,"Capernaum, also known as Cafarnaúm or Capharnaüm (Arabic: کفرناحوم‎, translated onscreen as Chaos), is a 2018 Lebanese drama film directed by Nadine Labaki. The screenplay was written by Labaki, Jihad..."
Lebanon,Lebanon,Waltz_with_Bashir,472322,323.2867899,Waltz with Bashir,33.118,35.14,En Nâqoûra,"Waltz with Bashir (Hebrew: ואלס עם באשיר‎, translit. Vals Im Bashir) is a 2008 Israeli animated war documentary film written and directed by Ari Folman. It depicts Folman in search of his lost memories..."
Lesotho,Lesotho,Cry_Freedom,560152,383.4031485,Cry Freedom,-29.317,27.483,Maseru,"Cry Freedom is a 1987 British-South African epic drama film directed by Richard Attenborough, set in late-1970s apartheid era South Africa. The screenplay was written by John Briley based on a pair of..."
Liberia,Liberia,Lord_of_War,2148845,1470.8042437,Lord of War,6.301,-10.797,Monrovia,"Lord of War is a 2005 crime drama written, produced, and directed by Andrew Niccol, and co-produced by and starring Nicolas Cage. It was released in the United States on September 16, 2005, with the DVD..."
Liberia,Liberia,Blood_Diamond,1549321,1060.4524298,Blood Diamond,6.995,-9.471,Gbarnga,"Blood Diamond is a 2006 political war thriller film co-produced and directed by Edward Zwick, starring Leonardo DiCaprio, Jennifer Connelly, and Djimon Hounsou. The title refers to blood diamonds, which..."
Liberia,Liberia,The_Last_Face,643101,440.1786448,The Last Face,6.531,-10.354,Kakata,"The Last Face is a 2016 American drama film directed by Sean Penn and written by Erin Dignam. The film stars Charlize Theron, Javier Bardem, Adèle Exarchopoulos, and Jean Reno. It was selected to compete..."
Liberia,Liberia,Pray_the_Devil_Back_to_Hell,123133,84.2799452,Pray the Devil Back to Hell,6.447,-10.613,Bensonville,"Pray the Devil Back to Hell is a documentary film directed by Gini Reticker and produced by Abigail Disney. The film premiered at the 2008 Tribeca Film Festival, where it won the award for Best Documentary..."
Liberia,Liberia,Freetown_(film),25640,17.5496235,Freetown ,4.378,-7.711,Harper,Freetown is a 2015 film based on a true story about Mormon missionaries in Liberia seeking to escape the Liberian Civil War to safety in Sierra Leone. Plot: Father Aboubakar and six missionaries stuck...
Liberia,Liberia,Hondros_(film),9252,6.3326489,Hondros ,8.422,-9.748,Voinjama,"Hondros is a 2017 American documentary film about the war photographer Chris Hondros. It was written by Greg Campbell and Jenny Golden, directed and produced by Campbell, and executive produced by Jake..."
Libya,Libya,13_Hours:_The_Secret_Soldiers_of_Benghazi,8214733,5622.6783025,13 Hours: The Secret Soldiers of Benghazi,32.887,13.187,Tripoli,"13 Hours: The Secret Soldiers of Benghazi (also known simply as 13 Hours) is a 2016 American biographical thriller war film directed and produced by Michael Bay and written by Chuck Hogan, based on Mitchell..."
Libya,Libya,The_English_Patient_(film),2096107,1434.7070500,The English Patient ,32.115,20.069,Benghazi,The English Patient is a 1996 American  romantic war drama film directed by Anthony Minghella from his own script based on the novel of the same name by Michael Ondaatje and produced by Saul Zaentz. The...
Libya,Libya,Patriot_Games_(film),1355668,927.9041752,Patriot Games ,32.375,15.093,Misratah,"Patriot Games is a 1992 American spy thriller film directed by Phillip Noyce and based on Tom Clancy's novel of the same name. It is a sequel to the 1990 film The Hunt for Red October, but with different..."
Libya,Libya,Patton_(film),1193513,816.9151266,Patton ,32.435,13.633,Tarhuna,"Patton is a 1970 American epic biographical war film about U.S. General George S. Patton during World War II. It stars George C. Scott, Karl Malden, Michael Bates and Karl Michael Vogler. It was directed..."
Libya,Libya,The_Flight_of_the_Phoenix_(1965_film),506145,346.4373717,The Flight of the Phoenix (1965 film),32.649,14.262,Al Khums,"The Flight of the Phoenix is a 1965 American drama film starring James Stewart, produced and directed by Robert Aldrich, and based on the 1964 novel The Flight of the Phoenix by Elleston Trevor. The story..."
Libya,Libya,The_Big_Red_One,499475,341.8720055,The Big Red One,32.7571,12.72764,Az Zāwīyah,"The Big Red One is a 1980 epic war film written and directed by Samuel Fuller starring Lee Marvin alongside an ensemble supporting cast including Mark Hamill, Robert Carradine, Siegfried Rauch, Bobby Di..."
Libya,Libya,Lion_of_the_Desert,286853,196.3401780,Lion of the Desert,32.752,12.728,Zawiya,"Lion of the Desert is a 1981 Libyan historical action film starring Anthony Quinn as Libyan tribal leader Omar Mukhtar, a Bedouin leader fighting the Regio Esercito (Italian Royal Army) in the years leading..."
Libya,Libya,Ice_Cold_in_Alex,251860,172.3887748,Ice Cold in Alex,30.755,20.226,Ajdabiya,"Ice Cold in Alex (1958) is a British film described as a true story in the film's opening credits, based on the novel of the same name by British author Christopher Landon. Directed by J. Lee Thompson..."
Libya,Libya,The_Tuskegee_Airmen,227431,155.6680356,The Tuskegee Airmen,32.757,12.376,Al Ajaylat,"The Tuskegee Airmen is a 1995 HBO television movie based on the exploits of an actual groundbreaking unit, the first African-American combat pilots in the United States Army Air Corps, that fought in World..."
Libya,Libya,The_Hill_(film),216853,148.4277892,The Hill ,27.038,14.428,Sabha,"The Hill is a 1965 film directed by Sidney Lumet, set in a British army prison in North Africa in the Second World War. It stars Sean Connery, Harry Andrews, Ian Bannen, Ossie Davis, Ian Hendry, Alfred..."
Lithuania,Lithuania,The_Spy_Who_Dumped_Me,1601008,1095.8302533,The Spy Who Dumped Me,54.689,25.28,Vilnius,"The Spy Who Dumped Me is a 2018 American action spy spoof comedy film directed by Susanna Fogel and co-written by Fogel and David Iserson. The film stars Mila Kunis, Kate McKinnon, Justin Theroux, Sam..."
Lithuania,Lithuania,Hannibal_Rising_(film),1540170,1054.1889117,Hannibal Rising ,54.903,23.91,Kaunas,"Hannibal Rising is a 2007 horror film and the fifth film of the Hannibal Lecter franchise. It is a prequel to The Silence of the Lambs, Hannibal, and Red Dragon. The film is an adaptation of Thomas Harris..."
Lithuania,Lithuania,Redirected_(film),146099,99.9993155,Redirected ,55.709,21.143,Klaipėda,"Redirected is a 2014 Lithuanian-British gangster action comedy film directed by Emilis Vėlyvis and starring Vinnie Jones, Scot Williams, and Vytautas Šapranauskas. The film features four friends turned..."
Lithuania,Lithuania,Persona_Non_Grata_(2015_film),75238,51.4976044,Persona Non Grata (2015 film),55.933,23.317,Šiauliai,"Persona Non Grata (杉原千畝 スギハラチウネ, Sugihara Chiune) is a 2015 Japanese biographical drama film directed by Cellin Gluck. It depicts the life of Japanese diplomat Chiune Sugihara who was appointed a vice..."
Lithuania,Lithuania,Reminiscences_of_a_Journey_to_Lithuania,19897,13.6187543,Reminiscences of a Journey to Lithuania,55.733,24.35,Panevezys,"Reminiscences of a Journey to Lithuania is a 1971–72 documentary film by Jonas Mekas. It revolves around Mekas' trip back to Semeniškiai, the village of his birth. In 2006, the film was selected to the..."
Lithuania,Lithuania,Utterly_Alone,12574,8.6064339,Utterly Alone,54.396,24.041,Alytus,"Utterly Alone (Lithuanian: Vienui Vieni) is a 2004 Lithuanian film directed by Jonas Vaitkus, based on real events, about Juozas Lukša (code name Daumantas), a Lithuanian partisan who fought against the..."
Lithuania,Lithuania,The_Corridor_(1995_film),8747,5.9869952,The Corridor (1995 film),54.56,23.354,Marijampolė,The Corridor (Lithuanian: Koridorius) is a 1995 Lithuanian drama film directed by Šarūnas Bartas. It has a fragmentary narrative without dialogue and depicts several people in Vilnius. According to the...
Lithuania,Lithuania,Before_Flying_Back_to_Earth,6781,4.6413415,Before Flying Back to Earth,56.317,22.333,Mažeikiai,Before Flying Back to Earth (originally released in Lithuania as Prieš parskrendant į žemę in 2005) is the first feature-length documentary film by the Lithuanian film director Arūnas Matelis. In a lyrical...
Lithuania,Lithuania,Jons_und_Erdme,3986,2.7282683,Jons und Erdme,55.083,24.283,Jonava,"Jons und Erdme is a 1959 West German drama film directed by Victor Vicas, starring Giulietta Masina and Carl Raddatz. It is based on the story Jons and Erdma"" from Hermann Sudermann's The Excursion to..."""
Lithuania,Lithuania,Pan_Tadeusz_(1999_film),382,0.2614648,Pan Tadeusz (1999 film),55.498,25.599,Utena,"Pan Tadeusz: The Last Foray in Lithuania is a 1999 Polish film directed by Andrzej Wajda. It is based on the eponymous epic poem by Polish poet, writer and philosopher Adam Mickiewicz (1798–1855). As in..."
Luxembourg,Luxembourg,The_International_(2009_film),524039,358.6851472,The International (2009 film),49.612,6.13,Luxembourg,"The International is a 2009 political thriller film directed by Tom Tykwer. The film follows an Interpol agent and an American district attorney who investigate corruption within the IBBC, a fictional..."
Luxembourg,Luxembourg,Asterix_at_the_Olympic_Games_(film),320797,219.5735797,Asterix at the Olympic Games ,49.496,5.981,Esch-sur-Alzette,"Asterix at the Olympic Games (French: Astérix aux Jeux Olympiques) is a 2008 French fantasy comedy film directed by Frédéric Forestier and Thomas Langmann, and written by Langmann, Alexandre Charlot, and..."
Luxembourg,Luxembourg,Asterix_&_Obelix:_Mission_Cleopatra,314294,215.1225188,Asterix & Obelix: Mission Cleopatra,49.481,6.088,Dudelange,"Asterix & Obelix: Mission Cleopatra (French: Astérix et Obélix : Mission Cléopâtre), also known as Asterix and Obelix Meet Cleopatra, is a 2002 French/Italian fantasy comedy film written and directed by..."
Luxembourg,Luxembourg,Asterix_and_Obelix:_God_Save_Britannia,203263,139.1259411,Asterix and Obelix: God Save Britannia,49.506,6.013,Schifflange,"Asterix and Obelix: God Save Britannia (French: Astérix & Obélix : Au service de Sa Majesté; translated as Asterix & Obelix: On Her Majesty's Service), directed by Laurent Tirard, is the fourth film adaptation..."
Luxembourg,Luxembourg,Asterix:_The_Mansions_of_the_Gods,198449,135.8309377,Asterix: The Mansions of the Gods,49.519,6.103,Bettembourg,"Asterix: The Mansions of the Gods (French: Astérix – Le Domaine des Dieux), also titled Asterix and Obelix: Mansion of the Gods, is a 2014 French-Belgian 3D computer-animated adventure family comedy film..."
Luxembourg,Luxembourg,Asterix_and_the_Vikings,160272,109.7002053,Asterix and the Vikings,49.558,5.881,Pétange,"Asterix and the Vikings (released in French as Astérix et les Vikings) is a 2006 French-Danish animated feature film, written by Stefan Fjeldmark in collaboration with Jean-Luc Gossens, and directed by..."
Luxembourg,Luxembourg,Asterix_&_Obelix_Take_On_Caesar,150165,102.7823409,Asterix & Obelix Take On Caesar,49.847,6.104,Ettelbruck,"Asterix & Obelix Take On Caesar (French: Astérix & Obélix contre César, Asterix & Obelix vs. Caesar in some regions) is a 1999 feature film directed by Claude Zidi, the first of what went on to become..."
Luxembourg,Luxembourg,The_Twelve_Tasks_of_Asterix,147522,100.9733060,The Twelve Tasks of Asterix,49.868,6.156,Diekirch,"The Twelve Tasks of Asterix (Les Douze travaux d'Astérix) is a 1976 Belgian/French animated feature film based on the Asterix comic book series. René Goscinny and Albert Uderzo, the creators of the series..."
Luxembourg,Luxembourg,Druids_(film),110381,75.5516769,Druids ,49.621,6.073,Strassen,"Druids (French: Vercingétorix: La légende du druide roi) is a 2001 epic historical drama film directed by Jacques Dorfmann. It stars Christopher Lambert, Klaus Maria Brandauer, Inés Sastre, Maria Kavardjikova..."
Luxembourg,Luxembourg,Asterix:_The_Secret_of_the_Magic_Potion,88890,60.8418891,Asterix: The Secret of the Magic Potion,49.611,6.05,Bertrange,Asterix: The Secret of the Magic Potion (French: Astérix: Le Secret de la Potion Magique) is a 2018 French computer-animated adventure family comedy film co-directed by Alexandre Astier and Louis Clichy...
Macau,Macau,Now_You_See_Me_2,8146442,5575.9356605,Now You See Me 2,22.197741,113.540854,Ruins of St. Paul's,"Now You See Me 2 is a 2016 American magic caper thriller film directed by Jon M. Chu and written by Ed Solomon. The film stars an ensemble cast that includes Mark Ruffalo, Jesse Eisenberg, Woody Harrelson..."
Macau,Macau,Skyfall,6412441,4389.0766598,Skyfall,22.148881,113.558403,The Venetian Macau,"Skyfall is a 2012 spy film, the twenty-third in the James Bond series produced by Eon Productions. The film is the third to star Daniel Craig as the fictional MI6 agent James Bond and features Javier Bardem..."
Macau,Macau,Silence_(2016_film),6219715,4257.1629021,Silence (2016 film),22.180007,113.537773,Macau Tower Convention and Entertainment Center,"Silence is a 2016 historical period drama film directed by Martin Scorsese and with a screenplay by Jay Cocks and Scorsese, based on the 1966 novel of the same name by Shūsaku Endō. Set in Nagasaki, Japan..."
Macau,Macau,The_Man_with_the_Golden_Gun_(film),1405575,962.0636550,The Man with the Golden Gun ,22.193538,113.539762,Sendo Square,"The Man with the Golden Gun is a 1974 British spy film, the ninth in the James Bond series produced by Eon Productions, and the second to star Roger Moore as the fictional  MI6 agent James Bond. A loose..."
Macau,Macau,Skiptrace_(film),1341355,918.1074606,Skiptrace ,22.186181,113.531281,A-Ma Temple,"Skiptrace is a 2016 Hong Kong-Chinese-American buddy cop action comedy film directed by Renny Harlin, produced, starring and based on a story by Jackie Chan. The film co-stars Johnny Knoxville and Fan..."
Macau,Macau,Man_of_Tai_Chi,751904,514.6502396,Man of Tai Chi,22.197138,113.542217,Monte Fort,"Man of Tai Chi is a 2013 Chinese-American martial arts film directed by and starring Keanu Reeves in his directorial debut, and co-stars Tiger Chen, Iko Uwais, Karen Mok and Simon Yam. Man of Tai Chi is..."
Macau,Macau,The_Thieves,671412,459.5564682,The Thieves,22.1599,113.564066,Taipa,"The Thieves (Korean: 도둑들; RR: Dodukdeul; MR: Todukdŭl) is a 2012 South Korean heist film directed by Choi Dong-hoon with an ensemble cast.With over 12.9 million ticket sales, the action comedy is currently..."
