country,title,clean_title,extract
Turkey,"Dracula_Untold","Dracula Untold","Dracula Untold is a 2014 American dark fantasy action horror film directed by Gary Shore in his feature film debut and written by Matt Sazama and Burk Sharpless. Rather than using the storyline of Bram..."
Turkey,"Armageddon_(1998_film)","Armageddon (1998 film)","Armageddon is a 1998 American science fiction disaster film directed by Michael Bay, produced by Jerry Bruckheimer, and released by Touchstone Pictures. The film follows a group of blue-collar deep-core..."
Turkey,"Indiana_Jones_and_the_Last_Crusade","Indiana Jones and the Last Crusade","Indiana Jones and the Last Crusade is a 1989 American action-adventure film directed by Steven Spielberg, from a story co-written by executive producer George Lucas. It is the third installment in the..."
Turkey,"The_Equalizer_2","The Equalizer 2","The Equalizer 2 (sometimes promoted as The Equalizer II or EQ2) is a 2018 American vigilante action thriller film directed by Antoine Fuqua. It is the sequel to the 2014 film The Equalizer, which was based..."
Turkey,"Tinker_Tailor_Soldier_Spy_(film)","Tinker Tailor Soldier Spy (film)","Tinker Tailor Soldier Spy is a 2011 Cold War spy thriller film directed by Tomas Alfredson. The screenplay was written by Bridget O'Connor and Peter Straughan, based on John le Carré's 1974 novel of the..."
Turkmenistan,"Air_Force_One_(film)","Air Force One (film)","Air Force One is a 1997 American political action-thriller film written by Andrew W. Marlowe, and directed and co-produced by Wolfgang Petersen. It is about a group of terrorists who hijack Air Force One..."
Turkmenistan,"The_Darkest_Hour_(film)","The Darkest Hour (film)","The Darkest Hour is a 2011 science fiction thriller film directed by Chris Gorak and produced by Timur Bekmambetov. It depicts an alien invasion. The film stars Emile Hirsch, Max Minghella, Olivia Thirlby..."
Turkmenistan,"White_Sun_of_the_Desert","White Sun of the Desert","White Sun of the Desert (Russian: Белое солнце пустыни, romanized: Beloye solntse pustyni) is a 1970 'Eastern' or Ostern film of the Soviet Union.
Its blend of action, comedy, music and drama, as well..."
Turkmenistan,"Closed_Curtain","Closed Curtain","Closed Curtain (Persian: Pardeh – پرده‎) is a 2013 Iranian docufiction film by Jafar Panahi and Kambuzia Partovi. It premiered at the 63rd Berlin International Film Festival on February 12, 2013 where..."
Turkmenistan,"By_the_Bluest_of_Seas","By the Bluest of Seas","By the Bluest of Seas (Russian: У самого синего моря, romanized: U samogo sinego morya) is a 1936 Soviet romantic comedy film by Russian director Boris Barnet. It is his second sound feature. Starring..."
Turkmenistan,"New_Moon_(1930_film)","New Moon (1930 film)","New Moon is the name of two different film versions of the operetta The New Moon with music by Sigmund Romberg and book and lyrics by Oscar Hammerstein II and others. The original stage version premiered..."
Tuvalu,"Greedy_Lying_Bastards","Greedy Lying Bastards","Greedy Lying Bastards is a 2012 American documentary film directed by Craig Rosebraugh. The film explores the phenomenon of climate change denial. Content: Greedy Lying Bastards investigates the climate..."
Uganda,"Casino_Royale_(2006_film)","Casino Royale (2006 film)","Casino Royale is a 2006 spy film, the twenty-first in the Eon Productions James Bond film series, and the third screen adaptation of Ian Fleming's 1953 novel of the same name. Directed by Martin Campbell..."
Uganda,"The_Last_King_of_Scotland_(film)","The Last King of Scotland (film)","The Last King of Scotland is a 2006  historical drama film based on Giles Foden's novel The Last King of Scotland (1998), adapted by screenwriters Peter Morgan and Jeremy Brock, and directed by Kevin Macdonald..."
Uganda,"The_Lion_King_II:_Simba's_Pride","The Lion King II: Simba's Pride","The Lion King II: Simba's Pride (later retitled The Lion King 2: Simba's Pride) is a 1998 American animated direct-to-video romantic musical film and a sequel to Disney's 1994 animated feature film, The..."
Uganda,"Kony_2012","Kony 2012","Kony 2012 is a short documentary film produced by Invisible Children, Inc. (authors of Invisible Children). It was released on March 5, 2012. The film's purpose was to promote the charity's "Stop Kony..."
Uganda,"Queen_of_Katwe","Queen of Katwe","Queen of Katwe is a 2016 American biographical drama film directed by Mira Nair and written by William Wheeler. Starring David Oyelowo, Lupita Nyong'o, and Madina Nalwanga, the film depicts the life of..."
Uganda,"Entebbe_(film)","Entebbe (film)","Entebbe (titled 7 Days in Entebbe in the U.S.) is a 2018 action thriller film directed by José Padilha and written by Gregory Burke. The film recounts the story of Operation Entebbe, a 1976 counter-terrorist..."
Uganda,"Mighty_Joe_Young_(1998_film)","Mighty Joe Young (1998 film)","Mighty Joe Young is a 1998 American adventure film based on the 1949 film of the same name about a giant mountain gorilla brought to a wildlife preserve in Los Angeles by a young woman who raised him and..."
Uganda,"Mississippi_Masala","Mississippi Masala","Mississippi Masala is a 1991 romantic drama film directed by Mira Nair, based upon a screenplay by Sooni Taraporevala, starring Denzel Washington, Sarita Choudhury, and Roshan Seth. Set primarily in rural..."
Uganda,"Who_Killed_Captain_Alex?","Who Killed Captain Alex?","Who Killed Captain Alex? is a 2010 Ugandan action-comedy film written, produced, and directed by Nabwana Isaac Geoffrey Godfrey (IGG), in Wakaliwood, an ultra low-budget studio in Kampala, Uganda. It has..."
Uganda,"Raid_on_Entebbe_(film)","Raid on Entebbe (film)","Raid on Entebbe is a 1977 NBC television film directed by Irvin Kershner. It is based on an actual event: Operation Entebbe and the freeing of hostages at Entebbe Airport in Entebbe, Uganda, on July 4..."
Ukraine,"Creed_II","Creed II","Creed II is a 2018 American sports drama film directed by Steven Caple Jr., and written by Sylvester Stallone and Juel Taylor from a story by Sascha Penn and Cheo Hodari Coker. A sequel to Creed (2015..."
Ukraine,"Transformers:_Dark_of_the_Moon","Transformers: Dark of the Moon","Transformers: Dark of the Moon is a 2011 American science fiction action film directed by Michael Bay and based on the Transformers toy line. It is the third installment in the live-action Transformers..."
Ukraine,"Mission:_Impossible_(film)","Mission: Impossible (film)","Mission: Impossible is a 1996 American action spy film directed by Brian De Palma and produced by and starring Tom Cruise. A continuation of both the original television series of the same name and its..."
Ukraine,"Lord_of_War","Lord of War","Lord of War is a 2005 crime drama written, produced, and directed by Andrew Niccol, and co-produced by and starring Nicolas Cage. It was released in the United States on September 16, 2005, with the DVD..."
Ukraine,"A_Good_Day_to_Die_Hard","A Good Day to Die Hard","A Good Day to Die Hard is a 2013 American action thriller film and the fifth installment in the Die Hard film series. The film was directed by John Moore and written by Skip Woods, and stars Bruce Willis..."
Ukraine,"Godzilla_(1998_film)","Godzilla (1998 film)","Godzilla is a 1998 American monster film directed and co-written by Roland Emmerich. The film is a reimagining of Toho's Godzilla franchise and is the 23rd film in the franchise and the first Godzilla..."
Ukraine,"The_Sum_of_All_Fears_(film)","The Sum of All Fears (film)","The Sum of All Fears is a 2002 American spy thriller film directed by Phil Alden Robinson, based on Tom Clancy's novel of the same name. The film, which is set in the Jack Ryan film series, is a reboot..."
Ukraine,"Fiddler_on_the_Roof_(film)","Fiddler on the Roof (film)","Fiddler on the Roof is a 1971 American musical comedy-drama film produced and directed by Norman Jewison. It is an adaptation of the 1964 Broadway musical of the same name, with music composed by Jerry..."
Ukraine,"Boyka:_Undisputed","Boyka: Undisputed","Boyka: Undisputed (also known as Undisputed IV) is a 2016 American martial arts film and is the sequel to the 2010 boxing film Undisputed III: Redemption. Scott Adkins reprises his role as Yuri Boyka...."
Ukraine,"Hobbs_&_Shaw","Hobbs & Shaw","Fast & Furious Presents: Hobbs & Shaw (internationally known as Fast & Furious: Hobbs & Shaw) is an upcoming 2019 American buddy cop action film directed by David Leitch, with a screenplay written by Chris..."
United Arab Emirates,"Furious_7","Furious 7","Fast & Furious 7 (alternatively known as Furious 7 or Fast Seven) is a 2015 American action film directed by James Wan and written by Chris Morgan and Reilly Sutherland. It is the seventh installment in..."
United Arab Emirates,"Mission:_Impossible_–_Ghost_Protocol","Mission: Impossible – Ghost Protocol","Mission: Impossible – Ghost Protocol is a 2011 American action spy film directed by Brad Bird and written by Josh Appelbaum and André Nemec. It is the fourth installment in the Mission: Impossible film..."
United Arab Emirates,"Geostorm","Geostorm","Geostorm is a 2017 American science-fiction disaster film directed, co-written, and co-produced by Dean Devlin in his feature film directorial debut. The film stars  Gerard Butler, Jim Sturgess, Ed Harris..."
United Arab Emirates,"Welcome_Back_(film)","Welcome Back (film)","Welcome Back is a 2015 Indian Hindi-language action comedy film directed by Anees Bazmee and produced by Firoz Nadiadwala. It is a sequel to Welcome and features an ensemble cast that includes John Abraham..."
United Arab Emirates,"Kung_Fu_Yoga","Kung Fu Yoga","Kung Fu Yoga (Gong fu yu jia) is a 2017 Chinese action-adventure comedy film, written and directed by Stanley Tong, and starring Jackie Chan. The film's cast includes Chinese actors Aarif Rahman, Lay Zhang..."
United Arab Emirates,"Happy_New_Year_(2014_film)","Happy New Year (2014 film)","Happy New Year (sometimes abbreviated as HNY) is a 2014 Indian musical heist action comedy film directed by Farah Khan and produced by Gauri Khan under the banner of Red Chillies Entertainment. The film..."
United Arab Emirates,"Hamari_Adhuri_Kahani","Hamari Adhuri Kahani","Hamari Adhuri Kahani (transl. Our incomplete story) is a 2015 Indian romantic drama film directed by Mohit Suri and produced by Mahesh Bhatt under the banner Vishesh Films and Fox Star Studios. The film..."
United Arab Emirates,"Sex_and_the_City_2","Sex and the City 2","Sex and the City 2 is a 2010 American romantic comedy film written, co-produced, and directed by Michael Patrick King. It is the sequel to the 2008 film Sex and the City, based on the HBO series of the..."
United Arab Emirates,"Chekka_Chivantha_Vaanam","Chekka Chivantha Vaanam","Chekka Chivantha Vaanam (transl. The crimson red sky) is a 2018 Indian Tamil-language gangster action thriller film directed by Mani Ratnam, co-written with Siva Ananth featuring actors Aravind Swami,..."
United Arab Emirates,"Body_of_Lies_(film)","Body of Lies (film)","Body of Lies is a 2008 American action thriller film directed and produced by Ridley Scott.  It stars Leonardo DiCaprio, Russell Crowe, and Mark Strong in the lead roles. Set in the Middle East, it follows..."
United Kingdom,"Avengers:_Infinity_War","Avengers: Infinity War","Avengers: Infinity War is a 2018 American superhero film based on the Marvel Comics superhero team the Avengers, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is..."
United Kingdom,"Captain_America:_Civil_War","Captain America: Civil War","Captain America: Civil War is a 2016 American superhero film based on the Marvel Comics character Captain America, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It..."
United Kingdom,"Black_Panther_(film)","Black Panther (film)","Black Panther is a 2018 American superhero film based on the Marvel Comics character of the same name. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the eighteenth..."
United Kingdom,"Fantastic_Beasts_and_Where_to_Find_Them_(film)","Fantastic Beasts and Where to Find Them (film)","Fantastic Beasts and Where to Find Them is a 2016  fantasy film directed by David Yates. A joint British and American production, it is a spin-off and prequel to the Harry Potter film series, and is produced..."
United Kingdom,"Harry_Potter_(film_series)","Harry Potter (film series)","Harry Potter is a British-American film series based on the eponymous novels by author J. K. Rowling. The series is distributed by Warner Bros. and consists of eight fantasy films, beginning with Harry..."
United Kingdom,"Avengers:_Age_of_Ultron","Avengers: Age of Ultron","Avengers: Age of Ultron is a 2015 American superhero film based on the Marvel Comics superhero team the Avengers, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is..."
