country,title,clean_title,extract
India,"Bajrangi_Bhaijaan","Bajrangi Bhaijaan","Bajrangi Bhaijaan (transl. Brother Bajrangi) is an Indian comedy-drama film written and directed by Kabir Khan, co-written by K. V. Vijayendra Prasad and Parveez Sheikh, and produced by Salman Khan and..."
India,"Sultan_(2016_film)","Sultan (2016 film)","Sultan (transl. King) is a 2016 Indian Hindi-language sports drama film directed by Ali Abbas Zafar. Produced by Aditya Chopra under the Yash Raj Films banner, the film stars Salman Khan as the title character..."
India,"Raees_(film)","Raees (film)","Raees (transl. Rich) is a 2017 Indian Hindi-language action crime film directed by Rahul Dholakia and produced by Gauri Khan, Ritesh Sidhwani and Farhan Akhtar under their banners Red Chillies Entertainment..."
India,"Everest_(2015_film)","Everest (2015 film)","Everest is a 2015 biographical adventure film directed and produced by Baltasar Kormákur and written by William Nicholson and Simon Beaufoy. It stars an ensemble cast of Jason Clarke, Josh Brolin, John..."
Indonesia,"Gold_(2016_film)","Gold (2016 film)","Gold is a 2016 American crime drama film directed by Stephen Gaghan and written by  Patrick Massett and John Zinman. The film stars Matthew McConaughey, Édgar Ramírez, Bryce Dallas Howard, Corey Stoll..."
Indonesia,"Grimsby_(film)","Grimsby (film)","Grimsby (released in the United States as The Brothers Grimsby) is a 2016 British-American action comedy film directed by Louis Leterrier and written by Sacha Baron Cohen, Phil Johnston, and Peter Baynham..."
Indonesia,"Blackhat_(film)","Blackhat (film)","Blackhat is a 2015 American action techno-thriller film produced and directed by Michael Mann. The film stars Chris Hemsworth, Tang Wei, Viola Davis, Holt McCallany, and Wang Leehom. The film premiered..."
Indonesia,"The_Raid_(2011_film)","The Raid (2011 film)","The Raid (Indonesian: Serbuan maut, lit. 'The Deadly Raid') is a 2011 Indonesian action film written, directed and edited by Gareth Evans. The film stars Iko Uwais, who previously worked with Evans in..."
Indonesia,"Eat_Pray_Love","Eat Pray Love","Eat Pray Love is a 2010 American biographical romantic drama film starring Julia Roberts as Elizabeth Gilbert, based on Gilbert's 2006 memoir of the same name. Ryan Murphy co-wrote and directed the film..."
Indonesia,"The_Wandering_Earth","The Wandering Earth","The Wandering Earth (Chinese: 流浪地球) is a 2019 Chinese science fiction film directed by Frant Gwo, loosely based on the novella of the same name by author Liu Cixin. It stars Qu Chuxiao, Li Guangjie, Ng..."
Indonesia,"The_Act_of_Killing","The Act of Killing","The Act of Killing (Indonesian: Jagal, meaning "Butcher") is a 2012 documentary film about individuals who participated in the Indonesian mass killings of 1965–66. The film is directed by Joshua Oppenheimer..."
Indonesia,"Anacondas:_The_Hunt_for_the_Blood_Orchid","Anacondas: The Hunt for the Blood Orchid","Anacondas: The Hunt for the Blood Orchid (also known as Anaconda 2) is a 2004 American adventure horror film directed by Dwight H. Little. It is a stand-alone sequel to the film Anaconda (1997) and the..."
Indonesia,"Merry_Christmas,_Mr._Lawrence","Merry Christmas, Mr. Lawrence","Merry Christmas, Mr. Lawrence (Japanese: 戦場のメリークリスマス, Hepburn: Senjō no Merī Kurisumasu, "Merry Christmas on the Battlefield"), also known in many European editions as Furyo (俘虜, Japanese for "prisoner..."
Indonesia,"Braindead_(film)","Braindead (film)","Braindead (also known as Dead Alive in North America) is a 1992 New Zealand splatstick zombie comedy film directed by Peter Jackson, produced by Jim Booth, and written by Jackson, along with Fran Walsh..."
Iran,"Argo_(2012_film)","Argo (2012 film)","Argo is a 2012 American historical drama film directed by Ben Affleck. Screenwriter Chris Terrio adapted the screenplay from the book by the U.S. Central Intelligence Agency operative Tony Mendez, The..."
Iran,"Prince_of_Persia:_The_Sands_of_Time_(film)","Prince of Persia: The Sands of Time (film)","Prince of Persia: The Sands of Time is a 2010 American action fantasy film directed by Mike Newell. The film was written by Jordan Mechner, Boaz Yakin, Doug Miro, and Carlo Bernard, produced by Jerry Bruckheimer..."
Iran,"Alexander_(2004_film)","Alexander (2004 film)","Alexander is a 2004 epic historical drama film based on the life of the Macedonian Greek general and king Alexander the Great. It was directed by Oliver Stone and starred Colin Farrell. The film's original..."
Iran,"RoboCop_(2014_film)","RoboCop (2014 film)","RoboCop is a 2014 American cyberpunk superhero film directed by José Padilha and written by Joshua Zetumer, Nick Schenk, Edward Neumeier and Michael Miner. It is a remake of the 1987 film of the same name..."
Iran,"Air_Force_One_(film)","Air Force One (film)","Air Force One is a 1997 American political action-thriller film written by Andrew W. Marlowe, and directed and co-produced by Wolfgang Petersen. It is about a group of terrorists who hijack Air Force One..."
Iran,"Syriana","Syriana","Syriana is a 2005 American geopolitical thriller film written and directed by Stephen Gaghan, and executive produced by George Clooney, who also stars in the film with an ensemble cast. Gaghan's screenplay..."
Iran,"The_Darkest_Hour_(film)","The Darkest Hour (film)","The Darkest Hour is a 2011 science fiction thriller film directed by Chris Gorak and produced by Timur Bekmambetov. It depicts an alien invasion. The film stars Emile Hirsch, Max Minghella, Olivia Thirlby..."
Iran,"The_Salesman_(2016_film)","The Salesman (2016 film)","The Salesman (Persian: فروشنده‎, romanized: Forušande, released in France as Le Client) is a 2016 drama film written and directed by Asghar Farhadi and starring Taraneh Alidoosti and Shahab Hosseini. It..."
Iran,"A_Separation","A Separation","A Separation (Persian: جدایی نادر از سیمین‎ Jodaí-e Nadér az Simín, "The Separation of Nader from Simin") is a 2011 Iranian drama film written and directed by Asghar Farhadi, starring Leila Hatami, Peyman..."
Iran,"Persepolis_(film)","Persepolis (film)","Persepolis is a 2007 adult animated film based upon the Marjane Satrapi autobiographical graphic novel of the same name. It was written and directed by Satrapi in collaboration with Vincent Paronnaud...."
Iraq,"The_Mummy_(2017_film)","The Mummy (2017 film)","The Mummy is a 2017 American action-adventure film directed by Alex Kurtzman and written by David Koepp, Christopher McQuarrie and Dylan Kussman, with a story by Kurtzman, Jon Spaihts and Jenny Lumet...."
Iraq,"War_Dogs_(2016_film)","War Dogs (2016 film)","War Dogs is a 2016 American biographical dark comedy-crime film directed by Todd Phillips and written by Phillips, Jason Smilovic and Stephen Chin, based on a Rolling Stone article by Guy Lawson. Lawson..."
Iraq,"American_Sniper","American Sniper","American Sniper is a 2014 American biographical war drama film directed by Clint Eastwood and written by Jason Hall. It is loosely based on the memoir American Sniper: The Autobiography of the Most Lethal..."
Iraq,"The_Hurt_Locker","The Hurt Locker","The Hurt Locker is a 2008 American war drama film directed by Kathryn Bigelow and written by Mark Boal. It stars Jeremy Renner, Anthony Mackie, Brian Geraghty, Christian Camargo, Ralph Fiennes, David Morse..."
Iraq,"Billy_Lynn's_Long_Halftime_Walk_(film)","Billy Lynn's Long Halftime Walk (film)","Billy Lynn's Long Halftime Walk is a 2016 war drama film directed by Ang Lee and written by Jean-Christophe Castelli, based on the 2012 eponymous novel by Ben Fountain. The film stars Joe Alwyn, Kristen..."
Iraq,"The_A-Team_(film)","The A-Team (film)","The A-Team is a 2010 American action film based on the 1980s television series of the same name created by Frank Lupo and Stephen J. Cannell. Co-written (with Brian Bloom and Skip Woods) and directed by..."
Iraq,"Body_of_Lies_(film)","Body of Lies (film)","Body of Lies is a 2008 American action thriller film directed and produced by Ridley Scott.  It stars Leonardo DiCaprio, Russell Crowe, and Mark Strong in the lead roles. Set in the Middle East, it follows..."
Iraq,"The_Wall_(2017_film)","The Wall (2017 film)","The Wall is a 2017 American war thriller film directed by Doug Liman and written by Dwain Worrell. The film follows two American soldiers (Aaron Taylor-Johnson and John Cena) trapped by an Iraqi sniper..."
Iraq,"The_Lucky_One_(film)","The Lucky One (film)","The Lucky One is a 2012 romantic drama film directed by Scott Hicks and released in April 2012. It is an adaptation of Nicholas Sparks’ 2008 novel of the same name.
The film stars Zac Efron as Logan Thibault..."
Iraq,"Jarhead_(film)","Jarhead (film)","Jarhead is a 2005 American biographical war drama film based on U.S. Marine Anthony Swofford's 2003 memoir of the same name, directed by Sam Mendes, starring Jake Gyllenhaal as Swofford with Jamie Foxx..."
Ireland,"Mission:_Impossible_–_Fallout","Mission: Impossible – Fallout","Mission: Impossible – Fallout is a 2018 American action spy film written, produced, and directed by Christopher McQuarrie. It is the sixth installment in the Mission: Impossible film series, and the second..."
Ireland,"Brooklyn_(film)","Brooklyn (film)","Brooklyn is a 2015 romantic drama film directed by John Crowley and written by Nick Hornby, based on Colm Tóibín's novel Brooklyn. The film stars Saoirse Ronan, Emory Cohen, Domhnall Gleeson, Jim Broadbent..."
Ireland,"The_Lost_City_of_Z_(film)","The Lost City of Z (film)","The Lost City of Z is a 2016 American biographical adventure drama film written and directed by James Gray, based on the 2009 book of the same name by David Grann. It portrays real events surrounding the..."
Ireland,"The_Foreigner_(2017_film)","The Foreigner (2017 film)","The Foreigner is a 2017 action thriller film directed by Martin Campbell and written by David Marconi, based on the 1992 novel The Chinaman by Stephen Leather. The American-British-Chinese co-production..."
Ireland,"P.S._I_Love_You_(film)","P.S. I Love You (film)","P.S. I Love You is a 2007 American tragedy romance film directed by Richard LaGravenese. The screenplay by LaGravenese and Steven Rogers is based on the 2004 novel of the same name by Cecelia Ahern. It..."
Ireland,"Hellboy_II:_The_Golden_Army","Hellboy II: The Golden Army","Hellboy II: The Golden Army is a 2008 American superhero film based on the fictional character Hellboy created by Mike Mignola. The film was written and directed by Guillermo del Toro and is a sequel to..."
Ireland,"Ek_Tha_Tiger","Ek Tha Tiger","Ek Tha Tiger (transl. 'There was a Tiger') is a 2012 Indian espionage action thriller film directed and co-written by Kabir Khan, and produced by Aditya Chopra. It is the first film in the Tiger franchise..."
Ireland,"Sing_Street","Sing Street","Sing Street is a 2016 musical coming-of-age comedy-drama film co-written, co-produced and directed by John Carney. Starring Ferdia Walsh-Peelo, Lucy Boynton, Maria Doyle Kennedy, Aiden Gillen, Jack Reynor..."
Ireland,"Barry_Lyndon","Barry Lyndon","Barry Lyndon is a 1975 period drama film by Stanley Kubrick, based on the 1844 novel The Luck of Barry Lyndon by William Makepeace Thackeray. It stars Ryan O'Neal, Marisa Berenson, Patrick Magee, Leonard..."
Ireland,"The_Crying_Game","The Crying Game","The Crying Game is a 1992 British thriller film written and directed by Neil Jordan. The film explores themes of race, gender, nationality, and sexuality against the backdrop of the Troubles in Northern..."
Isle of Man,"Mindhorn","Mindhorn","Mindhorn is a British 2016 independent comedy film directed by Sean Foley, written by Julian Barratt and Simon Farnaby, and produced by Steve Coogan and Ridley Scott. It stars Barratt, Farnaby, Essie Davis..."
Isle of Man,"Albatross_(film)","Albatross (film)","Albatross is a 2011 British coming-of-age, drama film directed by Niall MacCormick, written by Tamzin Rafn and starring Sebastian Koch, Julia Ormond, Felicity Jones and Jessica Brown Findlay. The premise..."
Isle of Man,"TT3D:_Closer_to_the_Edge","TT3D: Closer to the Edge","TT3D: Closer to the Edge is a British documentary film by first time director Richard de Aragues. The film is narrated by Jared Leto and charts the Isle of Man TT motorcycle race that takes place on the..."
Isle of Man,"The_Manxman","The Manxman","The Manxman  is a 1929 British silent drama film directed by Alfred Hitchcock and starring Anny Ondra, Carl Brisson and Malcolm Keen. The film is based on a popular 1894 romantic novel The Manxman by Hall..."
Isle of Man,"The_Martins_(film)","The Martins (film)","The Martins is a comedy, produced and released in 2001, written and directed by Tony Grounds, starring Lee Evans and Kathy Burke. The film was released in the United Kingdom on September 14, 2001.

��2..."
Isle of Man,"I_See_a_Dark_Stranger","I See a Dark Stranger","I See a Dark Stranger – released as The Adventuress in the United States – is a 1946 British World War II spy film with touches of light comedy, by the team of Frank Launder and Sidney Gilliat, and starring..."
Isle of Man,"3_Wheeling","3 Wheeling","3 Wheeling is a Manx observational documentary film charting the sidecar class at the 2016 Isle of Man TT. The film used hidden cameras and lavalier microphones to capture an insight into the sport's highest..."
Isle of Man,"The_Manxman_(1916_film)","The Manxman (1916 film)","The Manxman (also known as The Manx-Man) is a 1916 British silent drama film directed by George Loane Tucker and starring Henry Ainley, Adeline Hayden Coffin and Will Corrie. It is based on the novel the..."
Israel,"World_War_Z_(film)","World War Z (film)","World War Z is a 2013 American apocalyptic action horror film directed by Marc Forster, with a screenplay by Matthew Michael Carnahan, Drew Goddard, and Damon Lindelof, from a screen story by Carnahan..."
Israel,"The_Passion_of_the_Christ","The Passion of the Christ","The Passion of the Christ (also known simply as The Passion) is a 2004 American biblical drama film directed by Mel Gibson, written by Gibson and Benedict Fitzgerald, and starring Jim Caviezel as Jesus..."
Israel,"Kingdom_of_Heaven_(film)","Kingdom of Heaven (film)","Kingdom of Heaven is a 2005 epic historical drama film directed and produced by Ridley Scott and written by William Monahan. It stars Orlando Bloom, Eva Green, Ghassan Massoud, Jeremy Irons, David Thewlis..."
Israel,"Robin_Hood_(2018_film)","Robin Hood (2018 film)","Robin Hood is a 2018 American action-adventure film directed by Otto Bathurst and written by Ben Chandler and David James Kelly, from a story by Chandler. It is a telling of the Robin Hood legend, and..."
Israel,"Noah_(2014_film)","Noah (2014 film)","Noah is a 2014 American epic Biblical  drama film directed by Darren Aronofsky and inspired by the Biblical story of Noah's Ark from the Book of Genesis. Noah, which was co-written by Aronofsky and Ari..."
Israel,"Exodus:_Gods_and_Kings","Exodus: Gods and Kings","Exodus: Gods and Kings is a 2014 epic biblical film directed and produced by Ridley Scott. An international co-production between the United States, the United Kingdom, and Spain, it was produced by Peter..."
Israel,"The_Ten_Commandments_(1956_film)","The Ten Commandments (1956 film)","The Ten Commandments is a 1956 American epic religious drama film produced, directed, and narrated by Cecil B. DeMille, shot in VistaVision (color by Technicolor), and released by Paramount Pictures. The..."
Israel,"Munich_(film)","Munich (film)","Munich is a 2005 historical drama film produced and directed by Steven Spielberg and written by Tony Kushner and Eric Roth. It is based on the book Vengeance, an account of Operation Wrath of God, the..."
Israel,"The_Prince_of_Egypt","The Prince of Egypt","The Prince of Egypt is a 1998 American animated musical drama film produced by DreamWorks Animation and released by DreamWorks Pictures. It is the first DreamWorks feature to be traditionally animated..."
Israel,"Risen_(2016_film)","Risen (2016 film)","Risen is a 2016 American biblical drama film directed by Kevin Reynolds and written by Reynolds and Paul Aiello. The film stars Joseph Fiennes, Tom Felton, Peter Firth, and Cliff Curtis, and details a..."
Italy,"Thor:_Ragnarok","Thor: Ragnarok","Thor: Ragnarok is a 2017 American superhero film based on the Marvel Comics character Thor, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sequel to 2011's..."
Italy,"Baahubali_2:_The_Conclusion","Baahubali 2: The Conclusion","Baahubali 2: The Conclusion is a 2017 Indian epic action film directed by S. S. Rajamouli and written by his father K. V. Vijayendra Prasad. It was produced by Shobu Yarlagadda and Prasad Devineni under..."
Italy,"Spectre_(2015_film)","Spectre (2015 film)","Spectre is a 2015 British spy film, the twenty-fourth in the James Bond film series produced by Eon Productions for Metro-Goldwyn-Mayer and Columbia Pictures. It is the fourth film to feature Daniel Craig..."
Italy,"Aquaman_(film)","Aquaman (film)","Aquaman is a 2018 American superhero film based on the DC Comics character Aquaman and distributed by Warner Bros. Entertainment. It is the sixth installment in the DC Extended Universe (DCEU). The film..."
Italy,"The_Wolf_of_Wall_Street_(2013_film)","The Wolf of Wall Street (2013 film)","The Wolf of Wall Street is a 2013 American  biographical black comedy crime film directed by Martin Scorsese and written by Terence Winter, based on the memoir of the same name by Jordan Belfort. It recounts..."
Italy,"Kingsman:_The_Golden_Circle","Kingsman: The Golden Circle","Kingsman: The Golden Circle is a 2017 action spy comedy film produced and directed by Matthew Vaughn and written by Vaughn and Jane Goldman. It is a sequel to Kingsman: The Secret Service (2014) which..."
Italy,"John_Wick:_Chapter_2","John Wick: Chapter 2","John Wick: Chapter 2 (also known as simply John Wick 2) is a 2017 American neo-noir action thriller film directed by Chad Stahelski and written by Derek Kolstad. It is the second installment in the John..."
Italy,"The_Dark_Knight_Rises","The Dark Knight Rises","The Dark Knight Rises is a 2012 superhero film directed by Christopher Nolan, who co-wrote the screenplay with his brother Jonathan Nolan, and the story with David S. Goyer. Featuring the DC Comics character..."
Italy,"Call_Me_by_Your_Name_(film)","Call Me by Your Name (film)","Call Me by Your Name (Italian: Chiamami col tuo nome) is a 2017 coming-of-age romantic drama film directed by Luca Guadagnino. Its screenplay, by James Ivory, who also co-produced, was based on André Aciman..."
Italy,"Jason_Bourne_(film)","Jason Bourne (film)","Jason Bourne is a 2016 American action spy film directed by Paul Greengrass and written by Paul Greengrass and Christopher Rouse. It is the fifth installment of the Bourne film series and a direct sequel..."
Ivory Coast,"Chimpanzee_(film)","Chimpanzee (film)","Chimpanzee is a 2012 nature documentary film about a young common chimpanzee named Oscar who finds himself separated from his troop and his mother in the African forests until he is adopted by another..."
Ivory Coast,"Moi,_un_noir","Moi, un noir","Moi, un noir ([mwa œ̃ nwaʁ], "Me, a Black [person]"; also released as I, a Negro) is a 1958 French ethnofiction film directed by Jean Rouch. The film is set in Abidjan, Ivory Coast. Synopsis: Moi..."
Ivory Coast,"Aya_of_Yop_City_(film)","Aya of Yop City (film)","Aya of Yop City (French title: Aya de Yopougon) is a 2013 French animated film directed by Marguerite Abouet and Clément Oubrerie and based on the graphic novel Aya of Yop City by the same authors. It..."
Ivory Coast,"Man_from_Cocody","Man from Cocody","Man from Cocody (French: Le gentleman de Cocody) is a French adventure film from 1965 set in Cocody, Ivory Coast. It was directed by Christian-Jaque, written by Christian-Jaque and Jacques Emmanuel, starring..."
Jamaica,"Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl","Pirates of the Caribbean: The Curse of the Black Pearl","Pirates of the Caribbean: The Curse of the Black Pearl is a 2003 American fantasy swashbuckler film directed by Gore Verbinski and the first film in the Pirates of the Caribbean film series. Produced by..."
Jamaica,"Cool_Runnings","Cool Runnings","Cool Runnings is a 1993 American comedy sports film directed by Jon Turteltaub and starring Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba, and John Candy. The film was released in the United States on..."
Jamaica,"Dr._No_(film)","Dr. No (film)","Dr. No is a 1962 British spy film, starring Sean Connery, with Ursula Andress, Joseph Wiseman and Jack Lord, which was filmed in Jamaica and England. It is the first James Bond film. Based on the 1958..."
Jamaica,"Godzilla_(1998_film)","Godzilla (1998 film)","Godzilla is a 1998 American monster film directed and co-written by Roland Emmerich. The film is a reimagining of Toho's Godzilla franchise and is the 23rd film in the franchise and the first Godzilla..."
Jamaica,"Cocktail_(1988_film)","Cocktail (1988 film)","Cocktail is a 1988 American romantic drama film directed by Roger Donaldson and written by Heywood Gould, whose screenplay was based on his book of the same name. The film tells the story of a young New..."
Jamaica,"Pirates_II:_Stagnetti's_Revenge","Pirates II: Stagnetti's Revenge","Pirates II: Stagnetti's Revenge is a 2008 American pornographic action-adventure film and sequel to the 2005 film Pirates. Produced by Digital Playground, and written and directed by Joone, it stars Jesse..."
Jamaica,"How_Stella_Got_Her_Groove_Back","How Stella Got Her Groove Back","How Stella Got Her Groove Back is a 1998 American romantic comedy-drama film directed by Kevin Rodney Sullivan, adapted from Terry McMillan's best-selling novel of the same title. The film stars Angela..."
Jamaica,"Shottas","Shottas","Shottas is a 2002 Jamaican crime film about two young men who participate in organized crime in Kingston, Jamaica and Miami, Florida. It stars Ky-Mani Marley, Spragga Benz, Paul Campbell and Louie Rankin..."
Jamaica,"The_Harder_They_Come","The Harder They Come","The Harder They Come is a 1972 Jamaican crime film directed by Perry Henzell and co-written by Trevor D. Rhone, and starring Jimmy Cliff. The film is most famous for its reggae soundtrack that is said..."
Jamaica,"Captain_Blood_(1935_film)","Captain Blood (1935 film)","Captain Blood is a 1935 American black-and-white swashbuckling pirate film from First National Pictures and Warner Bros. Pictures, produced by Harry Joe Brown and Gordon Hollingshead (with Hal B. Wallis..."
Japan,"Hacksaw_Ridge","Hacksaw Ridge","Hacksaw Ridge is a 2016 biographical war drama film directed by Mel Gibson and written by Andrew Knight and Robert Schenkkan, based on the 2004 documentary The Conscientious Objector. The film focuses..."
Japan,"Silence_(2016_film)","Silence (2016 film)","Silence is a 2016 historical period drama film directed by Martin Scorsese and with a screenplay by Jay Cocks and Scorsese, based on the 1966 novel of the same name by Shūsaku Endō. Set in Nagasaki, Japan..."
Japan,"The_Wolverine_(film)","The Wolverine (film)","The Wolverine is a 2013 superhero film featuring the Marvel Comics character Wolverine. The film, distributed by 20th Century Fox, is the sixth installment in the X-Men film series and the second film..."
Japan,"Unbroken_(film)","Unbroken (film)","Unbroken is a 2014 American war film produced and directed by Angelina Jolie, written by the Coen brothers, Richard LaGravenese, and William Nicholson, based on the 2010 non-fiction book by Laura Hillenbrand..."
Japan,"Kubo_and_the_Two_Strings","Kubo and the Two Strings","Kubo and the Two Strings is a 2016 American stop-motion action fantasy film directed and produced by Travis Knight (in his directorial debut). It stars the voices of Charlize Theron, Art Parkinson, Ralph..."
Japan,"The_Magnificent_Seven","The Magnificent Seven","The Magnificent Seven is a 1960 American Western film directed by John Sturges and starring Yul Brynner, Eli Wallach, Steve McQueen, Charles Bronson, Robert Vaughn, Brad Dexter, James Coburn and Horst..."
Japan,"Samurai_Jack","Samurai Jack","Samurai Jack is an American action-adventure animated television series created by Genndy Tartakovsky for Cartoon Network. It follows "Jack", an unnamed Japanese samurai who, after nearly defeating the..."
Japan,"Pearl_Harbor_(film)","Pearl Harbor (film)","Pearl Harbor is a 2001 American romantic period war drama film directed by Michael Bay, produced by Bay and Jerry Bruckheimer and written by Randall Wallace. It stars Ben Affleck,  Kate Beckinsale, Josh..."
Japan,"Kill_Bill:_Volume_1","Kill Bill: Volume 1","Kill Bill: Volume 1 is a 2003 American martial arts film written and directed by Quentin Tarantino. It stars Uma Thurman as The Bride, who swears revenge on a team of assassins (Lucy Liu, Michael Madsen..."
Japan,"Princess_Mononoke","Princess Mononoke","Princess Mononoke (Japanese: もののけ姫, Hepburn: Mononoke-hime, "Spirit/Monster Princess") is a 1997 Japanese animated epic historical fantasy war film written and directed by Hayao Miyazaki, animated by Studio..."
Jordan,"Transformers:_Revenge_of_the_Fallen","Transformers: Revenge of the Fallen","Transformers: Revenge of the Fallen is a 2009 American science fiction action film directed by Michael Bay and based on the Transformers toy line. It is the sequel to 2007's Transformers, as well as the..."
Jordan,"Munich_(film)","Munich (film)","Munich is a 2005 historical drama film produced and directed by Steven Spielberg and written by Tony Kushner and Eric Roth. It is based on the book Vengeance, an account of Operation Wrath of God, the..."
Jordan,"You_Don't_Mess_with_the_Zohan","You Don't Mess with the Zohan","You Don't Mess with the Zohan is a 2008 American comedy film directed by Dennis Dugan and produced by Adam Sandler, who also starred in the film. It was the fourth film that included a collaboration of..."
Jordan,"Queen_of_the_Desert_(film)","Queen of the Desert (film)","Queen of the Desert is a 2015 American epic biographical drama film written and directed by Werner Herzog and is based on the life of British traveller, writer, archaeologist, explorer, cartographer and..."
Jordan,"Arrambam","Arrambam","Arrambam (English: Beginning) is a 2013 Indian Tamil-language action thriller film directed by Vishnuvardhan. Produced by A. Raghuram and co-written by Subha, the film features Ajith Kumar, Arya, Nayantara..."
Jordan,"Entebbe_(film)","Entebbe (film)","Entebbe (titled 7 Days in Entebbe in the U.S.) is a 2018 action thriller film directed by José Padilha and written by Gregory Burke. The film recounts the story of Operation Entebbe, a 1976 counter-terrorist..."
Jordan,"Exodus_(1960_film)","Exodus (1960 film)","Exodus is a 1960 American epic film on the founding of the modern State of Israel. It was made by Alpha and Carlyle Productions and distributed by United Artists. Produced and directed by Otto Preminger..."
Jordan,"Beirut_(film)","Beirut (film)","Beirut, also known as The Negotiator (UK), is a 2018 American espionage thriller film directed by Brad Anderson and written by Tony Gilroy. Set in 1982 during the Lebanese Civil War, the film stars Jon..."
Jordan,"The_Delta_Force","The Delta Force","The Delta Force is a 1986 American action film starring Chuck Norris and Lee Marvin (in his final film appearance) as leaders of an elite squad of Special Forces troops based on the real life U.S. Army..."
Jordan,"Waltz_with_Bashir","Waltz with Bashir","Waltz with Bashir (Hebrew: ואלס עם באשיר‎, translit. Vals Im Bashir) is a 2008 Israeli animated war documentary film written and directed by Ari Folman. It depicts Folman in search of his lost memories..."
Kazakhstan,"Borat","Borat","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (Kazakh: Борат: Қазақстанның ұлы халқының игілігі үшін Америка мәдениетін оқыту)  is a 2006 satirical mockumentary film..."
Kazakhstan,"The_World_Is_Not_Enough","The World Is Not Enough","The World Is Not Enough is a 1999 spy film, the 19th in the James Bond series produced by Eon Productions, and the third to star Pierce Brosnan as the fictional MI6 agent James Bond. The film was directed..."
Kazakhstan,"Air_Force_One_(film)","Air Force One (film)","Air Force One is a 1997 American political action-thriller film written by Andrew W. Marlowe, and directed and co-produced by Wolfgang Petersen. It is about a group of terrorists who hijack Air Force One..."
Kazakhstan,"The_Darkest_Hour_(film)","The Darkest Hour (film)","The Darkest Hour is a 2011 science fiction thriller film directed by Chris Gorak and produced by Timur Bekmambetov. It depicts an alien invasion. The film stars Emile Hirsch, Max Minghella, Olivia Thirlby..."
Kazakhstan,"Rollerball_(2002_film)","Rollerball (2002 film)","Rollerball is a 2002 remake of the 1975 science-fiction film of the same name. It stars Chris Klein, Jean Reno, LL Cool J, Rebecca Romijn, and Naveen Andrews. It was directed by John McTiernan and has..."
Kazakhstan,"Mercenaries_(2014_film)","Mercenaries (2014 film)","Mercenaries (also called Prison Raid)  is a 2014 action film starring Kristanna Loken, Brigitte Nielsen, Vivica A. Fox, Cynthia Rothrock, Zoë Bell, and Nicole Bilderback. In the tradition of The Asylum..."
Kazakhstan,"Nomad_(2005_film)","Nomad (2005 film)","Nomad: The Warrior (Kazakh: Көшпенділер, Kóshpendiler) is a 2005 Kazakh historical epic film written and co-produced by Rustam Ibragimbekov, executive-produced by Miloš Forman and directed by Sergei Bodrov..."
Kazakhstan,"The_Cavern_(2005_film)","The Cavern (2005 film)","The Cavern (originally released as WIthIN) is a 2005 horror film directed by Olatunde Osunsanmi. The film's original title was changed by the studio to cash in on the success of 2005 films The Cave and..."
Kazakhstan,"Closed_Curtain","Closed Curtain","Closed Curtain (Persian: Pardeh – پرده‎) is a 2013 Iranian docufiction film by Jafar Panahi and Kambuzia Partovi. It premiered at the 63rd Berlin International Film Festival on February 12, 2013 where..."
Kazakhstan,"Myn_Bala","Myn Bala","Myn Bala (Kazakh: Жаужүрек мың бала, Jaýjúrek myń bala) is a 2011 Kazakhstani historical dramatic film depicting the eighteenth century war fought between the Kazakhs and the Dzungar Khanate. The film..."
Kenya,"Inception","Inception","Inception is a 2010 science fiction action film written, co-produced, and directed by Christopher Nolan, and co-produced by Emma Thomas. The film stars Leonardo DiCaprio as a professional thief who steals..."
Kenya,"Eye_in_the_Sky_(2015_film)","Eye in the Sky (2015 film)","Eye in the Sky is a 2015 British thriller film starring Helen Mirren, Aaron Paul, Alan Rickman, and Barkhad Abdi. Directed by Gavin Hood and based on a screenplay by Guy Hibbert, the film explores the..."
Kenya,"The_League_of_Extraordinary_Gentlemen_(film)","The League of Extraordinary Gentlemen (film)","The League of Extraordinary Gentlemen, also promoted as LXG, is a 2003 steampunk-dieselpunk superhero film loosely based on the first volume of the comic book series of the same name by Alan Moore and..."
Kenya,"Out_of_Africa_(film)","Out of Africa (film)","Out of Africa is a 1985 American epic romantic drama film directed and produced by Sydney Pollack, and starring Robert Redford and Meryl Streep. The film is based loosely on the autobiographical book Out..."
Kenya,"The_Ghost_and_the_Darkness","The Ghost and the Darkness","The Ghost and the Darkness is a 1996 American historical adventure film  directed by Stephen Hopkins and starring Val Kilmer and Michael Douglas. The screenplay was written by William Goldman. The story..."
Kenya,"The_Constant_Gardener_(film)","The Constant Gardener (film)","The Constant Gardener is a 2005 political thriller film directed by Fernando Meirelles. The screenplay by Jeffrey Caine is based on the novel of the same name (2001) by John le Carré. The story follows..."
Kenya,"Company_(film)","Company (film)","Company is a 2002 Indian Hindi-language gangster film directed by Ram Gopal Varma and written by Jaideep Sahni. The film stars Mohanlal, Ajay Devgn, debutant Vivek Oberoi, Manisha Koirala, and Antara Mali..."
